identifier,type,same_as,diary,page
https://mbdiaries.itatti.harvard.edu/annotation/ec7efb4b-c718-4d31-a25f-b01848cb84e7/body,date,['1894-08-25T00:00:00+00:00'],1894-95,65
https://mbdiaries.itatti.harvard.edu/annotation/e2fd0817-cebc-461b-9dad-a3cd161703d6/body,place,"['https://www.wikidata.org/wiki/Q647', 'https://www.geonames.org/2998324']",1894-95,65
https://mbdiaries.itatti.harvard.edu/annotation/01ded9bc-0150-4294-9d0a-8e2da6ee9d2c/body,place,"['https://www.wikidata.org/wiki/Q84', 'https://www.geonames.org/2643743']",1894-95,65
https://mbdiaries.itatti.harvard.edu/annotation/a5d37a11-3275-4c2d-b60c-0fb263f79e56/body,place,"['https://www.wikidata.org/wiki/Q329852', 'https://www.geonames.org/2960316']",1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/97bb4003-ea3a-4143-bcea-0202d4fd654d/body,date,['1894-08-27T00:00:00+00:00'],1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/97bb4003-ea3a-4143-bcea-0202d4fd654d/body,date,['1894-08-27T00:00:00+00:00'],1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/52565187-8683-49fa-bb61-ee70d37a00a6/body,date,['1894-08-28T00:00:00+00:00'],1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/a1914f7b-d236-46c3-831a-b452e7751d39/body,place,"['https://www.wikidata.org/wiki/Q193193', 'https://www.geonames.org/6452897']",1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/9cafeb67-2831-4656-9239-8443ae289158/body,place,"['https://www.wikidata.org/wiki/Q207778', 'https://www.geonames.org/3034633']",1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/0159ff6f-6e5b-4acd-aa2c-ca7c06c5f147/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/edb29235-14d8-43c6-be75-6afca3657f91/body,place,"['https://www.wikidata.org/wiki/Q41604', 'https://www.geonames.org/3037854']",1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/52565187-8683-49fa-bb61-ee70d37a00a6/body,date,['1894-08-28T00:00:00+00:00'],1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/52565187-8683-49fa-bb61-ee70d37a00a6/body,date,['1894-08-28T00:00:00+00:00'],1894-95,67
https://mbdiaries.itatti.harvard.edu/annotation/590e9083-1b90-4e92-b1e5-112845b23a79/body,date,['1894-08-30T00:00:00+00:00'],1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/426637fd-2b5e-4d2b-8415-4c99d7ab6c4b/body,place,"['https://www.wikidata.org/wiki/Q209626', 'https://www.geonames.org/3032063']",1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/e13cefe2-33cf-4aa5-b67b-9f54770f3d63/body,date,['1894-08-29T00:00:00+00:00'],1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/b919dfa1-98db-42ed-a17c-7a293e2ba858/body,place,"['https://www.wikidata.org/wiki/Q167556', 'https://www.geonames.org/6452692']",1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/6b3bfb98-08d7-46b7-9259-05b0d819fe1f/body,place,"['https://www.wikidata.org/wiki/Q167556', 'https://www.geonames.org/6452692']",1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/e13cefe2-33cf-4aa5-b67b-9f54770f3d63/body,date,['1894-08-29T00:00:00+00:00'],1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/72402d8a-6291-4295-a34f-014a4763326e/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/e13cefe2-33cf-4aa5-b67b-9f54770f3d63/body,date,['1894-08-29T00:00:00+00:00'],1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/e13cefe2-33cf-4aa5-b67b-9f54770f3d63/body,date,['1894-08-29T00:00:00+00:00'],1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/733f7d8a-871b-48db-a187-6900e327c55c/body,place,"['https://www.wikidata.org/wiki/Q193193', 'https://www.geonames.org/6452897']",1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/e13cefe2-33cf-4aa5-b67b-9f54770f3d63/body,date,['1894-08-29T00:00:00+00:00'],1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/1e686289-306c-4a9f-9b67-640a1d0ef39d/body,place,"['https://www.wikidata.org/wiki/Q1759903', 'https://www.geonames.org/6269539']",1894-95,68
https://mbdiaries.itatti.harvard.edu/annotation/85e62131-cf8f-4c6c-a4ac-d2b4e88183c5/body,place,"['https://www.wikidata.org/wiki/Q209626', 'https://www.geonames.org/3032063']",1894-95,70
https://mbdiaries.itatti.harvard.edu/annotation/940bb6b2-7d70-442a-abc0-384b54775ff5/body,date,['1894-08-31T00:00:00+00:00'],1894-95,70
https://mbdiaries.itatti.harvard.edu/annotation/0cb6e4f4-6f5d-4015-a0b1-4566f55893d9/body,date,['1894-09-01T00:00:00+00:00'],1894-95,70
https://mbdiaries.itatti.harvard.edu/annotation/940bb6b2-7d70-442a-abc0-384b54775ff5/body,date,['1894-08-31T00:00:00+00:00'],1894-95,70
https://mbdiaries.itatti.harvard.edu/annotation/f7f9bc5a-3b1b-44b1-8ee7-11b34e9495bb/body,place,"['https://www.wikidata.org/wiki/Q2560099', 'https://www.geonames.org/2813187']",1894-95,70
https://mbdiaries.itatti.harvard.edu/annotation/3e25e1e1-0d6c-433d-a9c3-20b410fce68a/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,70
https://mbdiaries.itatti.harvard.edu/annotation/3b8fff71-8ac6-4030-a9ea-e931010006a7/body,place,"['https://www.wikidata.org/wiki/Q64', 'https://www.geonames.org/2950159']",1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/138dc842-dd37-4c04-9ff5-a39f021c420f/body,date,['1893-09-08T00:00:00+00:00'],1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/138dc842-dd37-4c04-9ff5-a39f021c420f/body,date,['1893-09-08T00:00:00+00:00'],1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/f7eb82d9-5ede-4675-b92d-dcc4ef6bfbe3/body,place,"['https://www.wikidata.org/wiki/Q102911', 'https://www.geonames.org/2750405']",1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/6c9bbf58-6b88-4d1e-992c-40b79b361832/body,date,['1893-09-07T00:00:00+00:00'],1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/ce0ae1be-7a69-4e93-8b31-53990568b664/body,place,"['https://www.wikidata.org/wiki/Q1726', 'https://www.geonames.org/2867714']",1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/138dc842-dd37-4c04-9ff5-a39f021c420f/body,date,['1893-09-08T00:00:00+00:00'],1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/e717c64b-060d-4017-b4e8-b2681409609b/body,place,"['https://www.wikidata.org/wiki/Q1731', 'https://www.geonames.org/2935022']",1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/73d476f6-12c7-423d-994d-398106a948c5/body,place,"['https://www.wikidata.org/wiki/Q148859', 'https://www.geonames.org/2830098']",1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/ef7a1405-86d3-43ea-be32-918b58955448/body,date,['1893-11-04T00:00:00+00:00'],1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/96d7cb8e-dc5e-4d77-8d60-2981318fb4ca/body,date,['1893-11-14T00:00:00+00:00'],1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/6a650d0a-3db2-4e58-b54a-301e290026e9/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,71
https://mbdiaries.itatti.harvard.edu/annotation/20ed1b46-9bab-46ed-9046-e7dda44d7c24/body,place,"['https://www.wikidata.org/wiki/Q1731', 'https://www.geonames.org/2935022']",1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/53c61b91-655d-41cd-9d54-c89e6977f087/body,date,['1893-11-14T00:00:00+00:00'],1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/18a452b5-b681-4336-ab00-fc8da4956de6/body,place,"['https://www.wikidata.org/wiki/Q1726', 'https://www.geonames.org/2867714']",1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/31de1921-feb9-49e2-ba59-01d078e97ed7/body,date,['1893-09-07T00:00:00+00:00'],1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/7c6ad25a-c179-43f4-92a5-665b70091a38/body,place,"['https://www.wikidata.org/wiki/Q64', 'https://www.geonames.org/2950159']",1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/bb98b816-5ed8-4d2e-8662-084c5bf59204/body,date,['1893-09-08T00:00:00+00:00'],1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/b0f11fa6-56d4-44d8-8c06-476560fa6a04/body,place,"['https://www.wikidata.org/wiki/Q102911', 'https://www.geonames.org/2750405']",1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/22a70e49-7a0f-4e3f-88b8-f55d03d5fc0e/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/8fd915c5-4aac-43e8-9cf0-b8e041fdb06f/body,date,['1893-11-04T00:00:00+00:00'],1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/bb98b816-5ed8-4d2e-8662-084c5bf59204/body,date,['1893-09-08T00:00:00+00:00'],1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/bb98b816-5ed8-4d2e-8662-084c5bf59204/body,date,['1893-09-08T00:00:00+00:00'],1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/d8a440af-6686-473e-9ead-f59964d9082a/body,place,"['https://www.wikidata.org/wiki/Q148859', 'https://www.geonames.org/2830098']",1894-95,73
https://mbdiaries.itatti.harvard.edu/annotation/ef53fb67-cc0c-4b9f-a46e-0b839163be07/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/6d4b64df-b64b-40a3-9d05-f44e570ea88d/body,date,['1894-12-01T00:00:00+00:00'],1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/c349546e-a3c8-4b26-ac76-4651883fc556/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/6d4b64df-b64b-40a3-9d05-f44e570ea88d/body,date,['1894-12-01T00:00:00+00:00'],1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/10bd25bc-715a-468e-bbf8-8469301d8f36/body,date,['1894-12-02T00:00:00+00:00'],1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/9b111cb6-3821-44bc-8e63-94500d8b278a/body,date,['1894-11-30T00:00:00+00:00'],1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/c24ce905-a857-40aa-9602-f2d17a7d104d/body,place,"['https://www.wikidata.org/wiki/Q68571443', 'https://www.geonames.org/3237229']",1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/ef8201df-af8e-47f3-b617-bab8137bc0ba/body,date,['1894-11-29T00:00:00+00:00'],1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/a093340a-7913-4cd1-b672-e5908f840eec/body,place,"['https://www.wikidata.org/wiki/Q514', 'https://www.geonames.org/2982652']",1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/10bd25bc-715a-468e-bbf8-8469301d8f36/body,date,['1894-12-02T00:00:00+00:00'],1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/a4e44876-3619-4105-9255-8340c70c6e13/body,place,"['https://www.wikidata.org/wiki/Q2981', 'https://www.geonames.org/6269274']",1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/a410044d-f6bc-4c97-be82-f6a4d5856af6/body,place,"['https://www.wikidata.org/wiki/Q3452724', 'https://www.geonames.org/6695425']",1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/ef8201df-af8e-47f3-b617-bab8137bc0ba/body,date,['1894-11-29T00:00:00+00:00'],1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/18501a92-8e27-41ac-b735-d1005d37a40f/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,74
https://mbdiaries.itatti.harvard.edu/annotation/a00dd74a-3fe0-44d2-b823-6df0d37157fe/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,75
https://mbdiaries.itatti.harvard.edu/annotation/572ce5ac-ee47-4535-aacd-598f64a4799f/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,75
https://mbdiaries.itatti.harvard.edu/annotation/3ea1c968-bb1a-447e-ac29-f7590b81f3ca/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,75
https://mbdiaries.itatti.harvard.edu/annotation/355f3b5b-4143-4b1e-b723-3ee979a7aa70/body,date,['1894-12-03T00:00:00+00:00'],1894-95,75
https://mbdiaries.itatti.harvard.edu/annotation/2fad196a-32e6-4200-ad72-39327713f70e/body,date,['1894-12-04T00:00:00+00:00'],1894-95,75
https://mbdiaries.itatti.harvard.edu/annotation/e3c29d36-1d70-4d0d-9ab9-0ca5a42f2eec/body,date,['1894-12-05T00:00:00+00:00'],1894-95,75
https://mbdiaries.itatti.harvard.edu/annotation/4d6852e1-3578-44db-9a97-06c379874dd5/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/c449a863-2923-4357-8479-f6d515ad1d9b/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/b5def58f-8544-454d-adfd-97395085974a/body,date,['1894-12-07T00:00:00+00:00'],1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/8dde2ce7-d203-4631-a5b0-c8f3eb122f85/body,date,['1894-12-06T00:00:00+00:00'],1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/7b7eb625-0cbd-4dff-84b7-4164963d885f/body,date,['1894-12-08T00:00:00+00:00'],1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/35e19999-36e7-482d-8971-60b091fb199e/body,place,"['https://www.wikidata.org/wiki/Q2412502', 'https://www.geonames.org/']",1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/b5def58f-8544-454d-adfd-97395085974a/body,date,['1894-12-07T00:00:00+00:00'],1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/8dde2ce7-d203-4631-a5b0-c8f3eb122f85/body,date,['1894-12-06T00:00:00+00:00'],1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/10a17ed4-14a1-413d-a9b1-27f00abca5be/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/70f22d93-cc68-42b0-aab0-03dab0227054/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,76
https://mbdiaries.itatti.harvard.edu/annotation/579d5dbc-8363-4b89-8804-a630e46354d4/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,77
https://mbdiaries.itatti.harvard.edu/annotation/dd27fabd-8bf2-4906-9276-dc4b88427dfa/body,date,['1894-12-09T00:00:00+00:00'],1894-95,77
https://mbdiaries.itatti.harvard.edu/annotation/f1177016-875b-4398-9c24-ea59e21b7947/body,date,['1894-12-11T00:00:00+00:00'],1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/2342b324-a6af-4478-969c-a1133e1ec595/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/a5094dfe-f693-446e-859f-d679d7993c89/body,place,"['https://www.wikidata.org/wiki/Q1411180', 'https://www.geonames.org/9409870']",1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/17734261-d5b1-4f07-833f-4ff746f8d07c/body,date,['1894-12-10T00:00:00+00:00'],1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/55e92e80-fda2-42da-9007-0b64ed57314b/body,date,['1894-12-13T00:00:00+00:00'],1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/17734261-d5b1-4f07-833f-4ff746f8d07c/body,date,['1894-12-10T00:00:00+00:00'],1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/936cfd54-a47c-4d0d-9b39-b9d9b37e2406/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/2988507']",1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/21ee8b51-eaa2-4182-be8d-7466cd693329/body,date,['1894-12-12T00:00:00+00:00'],1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/f1177016-875b-4398-9c24-ea59e21b7947/body,date,['1894-12-11T00:00:00+00:00'],1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/31f50a27-2131-41d0-814b-6b697b6bcfdf/body,place,"['https://www.wikidata.org/wiki/Q3041446', 'https://www.geonames.org/']",1894-95,78
https://mbdiaries.itatti.harvard.edu/annotation/8a95204b-777a-40c1-a427-d9a0fa82ecc4/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/6cb251ae-4ea0-44f3-b4d2-4fba76ea0dd3/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/229321f4-c492-44be-b62a-27536ec627e5/body,date,['1894-12-15T00:00:00+00:00'],1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/21e2e67e-a120-4842-ae95-29cc6336e1ff/body,place,"['https://www.wikidata.org/wiki/Q3041646', 'https://www.geonames.org/']",1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/229321f4-c492-44be-b62a-27536ec627e5/body,date,['1894-12-15T00:00:00+00:00'],1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/172d873d-e04b-4aaf-89d4-2aab24927b22/body,date,['1894-12-16T00:00:00+00:00'],1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/172d873d-e04b-4aaf-89d4-2aab24927b22/body,date,['1894-12-16T00:00:00+00:00'],1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/6cb251ae-4ea0-44f3-b4d2-4fba76ea0dd3/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/f9a45197-fea9-4e38-9984-f95a8708edc9/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/029cb44a-6c8c-4489-9eb0-ef8f705421cc/body,date,['1894-12-14T00:00:00+00:00'],1894-95,79
https://mbdiaries.itatti.harvard.edu/annotation/9ba63235-a617-483d-8dc5-0fe4a8e1dc39/body,place,"['https://www.wikidata.org/wiki/Q193563', 'https://www.geonames.org/12508955']",1894-95,82
https://mbdiaries.itatti.harvard.edu/annotation/69499c98-77f4-4650-9195-afad7537703c/body,date,['1894-12-17T00:00:00+00:00'],1894-95,82
https://mbdiaries.itatti.harvard.edu/annotation/7b53d06d-08a8-491f-9f48-7d1a0b2f99b6/body,place,"['https://www.wikidata.org/wiki/Q3413229', 'https://www.geonames.org/12519306']",1894-95,82
https://mbdiaries.itatti.harvard.edu/annotation/69499c98-77f4-4650-9195-afad7537703c/body,date,['1894-12-17T00:00:00+00:00'],1894-95,82
https://mbdiaries.itatti.harvard.edu/annotation/3cb970e4-f74f-41a8-a29c-7ee59ff7d768/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,82
https://mbdiaries.itatti.harvard.edu/annotation/69499c98-77f4-4650-9195-afad7537703c/body,date,['1894-12-17T00:00:00+00:00'],1894-95,82
https://mbdiaries.itatti.harvard.edu/annotation/76075fb3-9ad4-48bf-a92d-e8172634c5ff/body,date,['1894-12-20T00:00:00+00:00'],1894-95,83
https://mbdiaries.itatti.harvard.edu/annotation/0dd66caa-d556-41a4-b449-465113fa667b/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,83
https://mbdiaries.itatti.harvard.edu/annotation/76075fb3-9ad4-48bf-a92d-e8172634c5ff/body,date,['1894-12-20T00:00:00+00:00'],1894-95,83
https://mbdiaries.itatti.harvard.edu/annotation/d9469dca-85af-440f-b5e9-b7098865a12d/body,place,"['https://www.wikidata.org/wiki/Q19675', 'https://www.geonames.org/2997319']",1894-95,83
https://mbdiaries.itatti.harvard.edu/annotation/4ff793c0-6f85-4884-ae09-9abb32c02c89/body,place,"['https://www.wikidata.org/wiki/Q32', 'https://www.geonames.org/2960313']",1894-95,84
https://mbdiaries.itatti.harvard.edu/annotation/eb587d02-4522-4100-8677-8c5a180bc697/body,date,['1894-12-22T00:00:00+00:00'],1894-95,84
https://mbdiaries.itatti.harvard.edu/annotation/b8f66332-43b1-47e7-b5b3-b799915cc935/body,date,['1895-01-11T00:00:00+00:00'],1894-95,84
https://mbdiaries.itatti.harvard.edu/annotation/6dc4b60e-e4f8-4ac5-8583-2deaaeb1ad7f/body,place,"['https://www.wikidata.org/wiki/Q41876', 'https://www.geonames.org/2984114']",1894-95,84
https://mbdiaries.itatti.harvard.edu/annotation/59c38fd3-2c4d-48fa-9129-0ab6315b76f6/body,place,"['https://www.wikidata.org/wiki/Q84', 'https://www.geonames.org/2643743']",1894-95,84
https://mbdiaries.itatti.harvard.edu/annotation/eb587d02-4522-4100-8677-8c5a180bc697/body,date,['1894-12-22T00:00:00+00:00'],1894-95,84
https://mbdiaries.itatti.harvard.edu/annotation/1cc7d5e6-fd6f-42c2-96c6-d3e95edaf05a/body,date,['1895-01-13T00:00:00+00:00'],1894-95,85
https://mbdiaries.itatti.harvard.edu/annotation/ba583b42-2916-4897-a8c9-0df3d2aec1f2/body,date,['1895-01-12T00:00:00+00:00'],1894-95,85
https://mbdiaries.itatti.harvard.edu/annotation/37185980-1caa-4452-b747-c1855e87442a/body,place,"['https://www.wikidata.org/wiki/Q41876', 'https://www.geonames.org/2984114']",1894-95,85
https://mbdiaries.itatti.harvard.edu/annotation/463bfbec-cafd-4b74-afbf-4d92f4c49b44/body,place,"['https://www.wikidata.org/wiki/Q41876', 'https://www.geonames.org/2984114']",1894-95,85
https://mbdiaries.itatti.harvard.edu/annotation/7ee1c5fe-2408-444c-8d87-fd8ae4409506/body,date,['1895-01-14T00:00:00+00:00'],1894-95,86
https://mbdiaries.itatti.harvard.edu/annotation/51c83709-0060-49cd-acd4-4364deab7f03/body,date,['1895-01-15T00:00:00+00:00'],1894-95,86
https://mbdiaries.itatti.harvard.edu/annotation/d8f95f3d-3b90-4733-b317-081ec274273c/body,place,"['https://www.wikidata.org/wiki/Q12172', 'https://www.geonames.org/6470555']",1894-95,86
https://mbdiaries.itatti.harvard.edu/annotation/a48ad31d-4c71-480a-a1e7-7fca6447c5c7/body,place,"['https://www.wikidata.org/wiki/Q42800', 'https://www.geonames.org/2984114']",1894-95,86
https://mbdiaries.itatti.harvard.edu/annotation/b392a21f-c69d-4d18-b723-d5b6825a6d4e/body,place,"['https://www.wikidata.org/wiki/Q812285', 'https://www.geonames.org/9671465']",1894-95,86
https://mbdiaries.itatti.harvard.edu/annotation/49dacb52-52b8-4b21-bd07-dce2856822d1/body,date,['1895-01-16T00:00:00+00:00'],1894-95,86
https://mbdiaries.itatti.harvard.edu/annotation/a65c2d9d-8147-4613-8ea9-df47158a0c6f/body,place,"['https://www.wikidata.org/wiki/Q78', 'https://www.geonames.org/2661604']",1894-95,89
https://mbdiaries.itatti.harvard.edu/annotation/ac4ab8cb-56c9-4d62-a37a-86426302c800/body,date,['1895-01-17T00:00:00+00:00'],1894-95,89
https://mbdiaries.itatti.harvard.edu/annotation/6df257fb-8a52-41c5-9d6a-f8a8f56437d0/body,place,"['https://www.wikidata.org/wiki/Q82670', 'https://www.geonames.org/3177019']",1894-95,90
https://mbdiaries.itatti.harvard.edu/annotation/6931fc96-86fe-4163-8204-7fdfe4baaf51/body,date,['1895-01-22T00:00:00+00:00'],1894-95,90
https://mbdiaries.itatti.harvard.edu/annotation/9de5f5f3-6c0d-40ca-8e9a-eaae5109529c/body,place,"['https://www.wikidata.org/wiki/Q35876', 'https://www.geonames.org/3176722']",1894-95,90
https://mbdiaries.itatti.harvard.edu/annotation/91c994ef-0a8b-441f-8135-8840a63fdef2/body,date,['1895-01-19T00:00:00+00:00'],1894-95,90
https://mbdiaries.itatti.harvard.edu/annotation/10d9c706-6536-48b4-b2aa-adf75fd7e0da/body,place,"['https://www.wikidata.org/wiki/Q490', 'https://www.geonames.org/3173435']",1894-95,90
https://mbdiaries.itatti.harvard.edu/annotation/460858ea-138d-4f53-90c9-a3ba53627dcf/body,date,['1895-01-20T00:00:00+00:00'],1894-95,90
https://mbdiaries.itatti.harvard.edu/annotation/d9069828-0cb2-415d-a708-566ad4252e5a/body,place,"['https://www.wikidata.org/wiki/Q490', 'https://www.geonames.org/3173435']",1894-95,90
https://mbdiaries.itatti.harvard.edu/annotation/a1c1b576-b0a6-421f-9663-ea73c81f6b19/body,date,['1895-01-21T00:00:00+00:00'],1894-95,90
https://mbdiaries.itatti.harvard.edu/annotation/221e789f-7525-4fd9-a050-7c8b6e4fb92b/body,date,['1895-01-23T00:00:00+00:00'],1894-95,91
https://mbdiaries.itatti.harvard.edu/annotation/55cc5284-5fc3-479c-925e-59464dc9e5c9/body,place,"['https://www.wikidata.org/wiki/Q3892327', 'https://www.geonames.org/3171475']",1894-95,91
https://mbdiaries.itatti.harvard.edu/annotation/b52b54a5-6f23-4dd7-817c-895628d17735/body,date,['1895-01-26T00:00:00+00:00'],1894-95,92
https://mbdiaries.itatti.harvard.edu/annotation/d9a030df-28e0-436a-bfa2-8cdbfe1506f2/body,date,['1895-01-25T00:00:00+00:00'],1894-95,92
https://mbdiaries.itatti.harvard.edu/annotation/70ef31c5-200a-4667-b795-4e740c427682/body,place,"['https://www.wikidata.org/wiki/Q51252', 'https://www.geonames.org/6295660']",1894-95,92
https://mbdiaries.itatti.harvard.edu/annotation/959c7c4e-fbd2-4b34-bd28-2ee6efce7595/body,place,"['https://www.wikidata.org/wiki/Q51252', 'https://www.geonames.org/6295660']",1894-95,92
https://mbdiaries.itatti.harvard.edu/annotation/28471772-c680-49eb-b8c1-c5fa4a7821e3/body,place,"['https://www.wikidata.org/wiki/Q1085126', 'https://www.geonames.org/8985013']",1894-95,93
https://mbdiaries.itatti.harvard.edu/annotation/0bf707ee-ff40-46b3-a4e8-5e15a4f9efd8/body,date,['1895-01-27T00:00:00+00:00'],1894-95,93
https://mbdiaries.itatti.harvard.edu/annotation/e124b8c0-4d77-4dc3-9070-8e58ccec405f/body,date,['1895-01-31T00:00:00+00:00'],1894-95,94
https://mbdiaries.itatti.harvard.edu/annotation/d1728967-3ce7-41d5-8d0a-c733c9786c19/body,date,['1895-01-29T00:00:00+00:00'],1894-95,94
https://mbdiaries.itatti.harvard.edu/annotation/d1d84e5e-59ac-4c25-b63c-2d0001c4d55f/body,date,['1895-01-30T00:00:00+00:00'],1894-95,94
